split,video,label,prob_abnormal,scene,conf,abn_flag,run,pers,zone,score,level
test,01_0030,0,0.20748669,01,0.20748669,False,0,0.0,0.6,0.22374334499999998,Normal
test,01_0030,1,0.122394994,01,0.122394994,False,0,0.0,0.6,0.18119749699999999,Normal
test,01_0030,1,0.19771835,01,0.19771835,False,0,0.0,0.6,0.218859175,Normal
test,01_0030,1,0.47950706,01,0.47950706,False,0,0.0,0.6,0.35975353,Normal
test,01_0030,1,0.67068475,01,0.67068475,True,1,0.2,0.6,0.515342375,Low
test,01_0030,1,0.41521627,01,0.41521627,False,0,0.0,0.6,0.32760813499999997,Normal
test,01_0030,1,0.04240381,01,0.04240381,False,0,0.0,0.6,0.141201905,Normal
test,01_0030,1,0.09471964,01,0.09471964,False,0,0.0,0.6,0.16735982,Normal
train,01_004,0,0.098899804,01,0.098899804,False,0,0.0,0.6,0.16944990199999999,Normal
train,01_004,0,0.07072139,01,0.07072139,False,0,0.0,0.6,0.155360695,Normal
train,01_004,0,0.060122535,01,0.060122535,False,0,0.0,0.6,0.15006126749999998,Normal
train,01_004,0,0.035335436,01,0.035335436,False,0,0.0,0.6,0.137667718,Normal
train,01_004,0,0.015436599,01,0.015436599,False,0,0.0,0.6,0.1277182995,Normal
train,01_004,0,0.006838254,01,0.006838254,False,0,0.0,0.6,0.12341912699999999,Normal
train,01_004,0,0.012497,01,0.012497,False,0,0.0,0.6,0.12624849999999999,Normal
train,01_004,0,0.023765124,01,0.023765124,False,0,0.0,0.6,0.13188256199999998,Normal
train,01_004,0,0.045426384,01,0.045426384,False,0,0.0,0.6,0.142713192,Normal
train,01_004,0,0.025199817,01,0.025199817,False,0,0.0,0.6,0.1325999085,Normal
train,01_004,0,0.02401768,01,0.02401768,False,0,0.0,0.6,0.13200884,Normal
train,01_004,0,0.029797677,01,0.029797677,False,0,0.0,0.6,0.1348988385,Normal
train,01_004,0,0.01610545,01,0.01610545,False,0,0.0,0.6,0.128052725,Normal
train,01_004,0,0.019232526,01,0.019232526,False,0,0.0,0.6,0.129616263,Normal
train,01_004,0,0.012863542,01,0.012863542,False,0,0.0,0.6,0.126431771,Normal
train,01_004,0,0.011830461,01,0.011830461,False,0,0.0,0.6,0.1259152305,Normal
train,01_004,0,0.007722939,01,0.007722939,False,0,0.0,0.6,0.1238614695,Normal
train,01_004,0,0.009520322,01,0.009520322,False,0,0.0,0.6,0.124760161,Normal
train,01_004,0,0.00769993,01,0.00769993,False,0,0.0,0.6,0.12384996499999999,Normal
train,01_004,0,0.005152554,01,0.005152554,False,0,0.0,0.6,0.122576277,Normal
train,01_004,0,0.0055861706,01,0.0055861706,False,0,0.0,0.6,0.1227930853,Normal
train,01_004,0,0.007374484,01,0.007374484,False,0,0.0,0.6,0.12368724199999999,Normal
train,01_004,0,0.009326695,01,0.009326695,False,0,0.0,0.6,0.1246633475,Normal
test,01_005,0,0.050390687,01,0.050390687,False,0,0.0,0.6,0.1451953435,Normal
test,01_005,0,0.010960989,01,0.010960989,False,0,0.0,0.6,0.12548049449999998,Normal
test,01_005,0,0.008985063,01,0.008985063,False,0,0.0,0.6,0.12449253149999999,Normal
test,01_005,0,0.011666799,01,0.011666799,False,0,0.0,0.6,0.1258333995,Normal
test,01_005,0,0.014043905,01,0.014043905,False,0,0.0,0.6,0.1270219525,Normal
test,01_005,0,0.14781196,01,0.14781196,False,0,0.0,0.6,0.19390597999999998,Normal
test,01_005,0,0.23656139,01,0.23656139,False,0,0.0,0.6,0.238280695,Normal
test,01_005,0,0.15604724,01,0.15604724,False,0,0.0,0.6,0.19802362,Normal
test,01_005,0,0.07582883,01,0.07582883,False,0,0.0,0.6,0.157914415,Normal
test,01_005,0,0.04317433,01,0.04317433,False,0,0.0,0.6,0.141587165,Normal
test,01_005,0,0.03674914,01,0.03674914,False,0,0.0,0.6,0.13837457,Normal
test,01_005,0,0.020393644,01,0.020393644,False,0,0.0,0.6,0.130196822,Normal
test,01_005,0,0.018444862,01,0.018444862,False,0,0.0,0.6,0.129222431,Normal
test,01_005,0,0.017759865,01,0.017759865,False,0,0.0,0.6,0.1288799325,Normal
test,01_005,0,0.007705171,01,0.007705171,False,0,0.0,0.6,0.1238525855,Normal
test,01_005,0,0.0061174356,01,0.0061174356,False,0,0.0,0.6,0.1230587178,Normal
test,01_005,0,0.0076425206,01,0.0076425206,False,0,0.0,0.6,0.1238212603,Normal
test,01_005,0,0.005578597,01,0.005578597,False,0,0.0,0.6,0.12278929849999999,Normal
test,01_005,0,0.005653809,01,0.005653809,False,0,0.0,0.6,0.1228269045,Normal
test,01_005,0,0.004555355,01,0.004555355,False,0,0.0,0.6,0.1222776775,Normal
train,01_0051,0,0.16855535,01,0.16855535,False,0,0.0,0.6,0.204277675,Normal
train,01_0051,0,0.34854224,01,0.34854224,False,0,0.0,0.6,0.29427112,Normal
train,01_0051,0,0.8153662,01,0.8153662,True,1,0.2,0.6,0.5876831,Low
train,01_0051,1,0.97454417,01,0.97454417,True,2,0.4,0.6,0.727272085,Medium
train,01_0051,1,0.9747365,01,0.9747365,True,3,0.6,0.6,0.78736825,Medium
train,01_0051,1,0.77355254,01,0.77355254,True,4,0.8,0.6,0.7467762699999999,Medium
train,01_0051,0,0.34634686,01,0.34634686,False,0,0.0,0.6,0.29317342999999996,Normal
train,01_0051,0,0.96934724,01,0.96934724,True,1,0.2,0.6,0.66467362,Low
train,01_0051,1,0.9861193,01,0.9861193,True,2,0.4,0.6,0.7330596500000001,Medium
train,01_0052,0,0.76407903,01,0.76407903,True,1,0.2,0.6,0.5620395149999999,Low
train,01_0052,0,0.7277247,01,0.7277247,True,2,0.4,0.6,0.60386235,Low
train,01_0052,0,0.619383,01,0.619383,True,3,0.6,0.6,0.6096915,Low
train,01_0052,0,0.8778723,01,0.8778723,True,4,0.8,0.6,0.79893615,Medium
train,01_0052,1,0.96164334,01,0.96164334,True,5,1.0,0.6,0.9008216699999999,High
train,01_0052,1,0.9676001,01,0.9676001,True,6,1.0,0.6,0.90380005,High
train,01_0052,1,0.96279925,01,0.96279925,True,7,1.0,0.6,0.9013996249999999,High
train,01_0052,0,0.93885875,01,0.93885875,True,8,1.0,0.6,0.889429375,High
train,01_0052,0,0.9203978,01,0.9203978,True,9,1.0,0.6,0.8801989,High
train,01_0053,0,0.55299896,01,0.55299896,True,1,0.2,0.6,0.45649948,Low
train,01_0053,0,0.8694997,01,0.8694997,True,2,0.4,0.6,0.67474985,Medium
train,01_0053,1,0.9813849,01,0.9813849,True,3,0.6,0.6,0.79069245,Medium
train,01_0053,1,0.98811114,01,0.98811114,True,4,0.8,0.6,0.85405557,High
train,01_0053,1,0.9868053,01,0.9868053,True,5,1.0,0.6,0.91340265,Critical
train,01_0053,1,0.98800474,01,0.98800474,True,6,1.0,0.6,0.9140023700000001,Critical
train,01_0053,1,0.98853,01,0.98853,True,7,1.0,0.6,0.914265,Critical
train,01_0053,1,0.9795432,01,0.9795432,True,8,1.0,0.6,0.9097715999999999,Critical
train,01_0053,1,0.9627626,01,0.9627626,True,9,1.0,0.6,0.9013813,High
train,01_0053,0,0.8987057,01,0.8987057,True,10,1.0,0.6,0.86935285,High
train,01_0053,0,0.537813,01,0.537813,True,11,1.0,0.6,0.6889065,Medium
train,01_0053,0,0.6991755,01,0.6991755,True,12,1.0,0.6,0.76958775,Medium
train,01_0053,0,0.7679897,01,0.7679897,True,13,1.0,0.6,0.8039948499999999,Medium
val,01_0054,0,0.058908805,01,0.058908805,False,0,0.0,0.6,0.1494544025,Normal
val,01_0054,0,0.26277915,01,0.26277915,False,0,0.0,0.6,0.25138957500000003,Normal
val,01_0054,0,0.34998107,01,0.34998107,False,0,0.0,0.6,0.294990535,Normal
val,01_0054,0,0.4987841,01,0.4987841,False,0,0.0,0.6,0.36939204999999997,Normal
val,01_0054,1,0.6613804,01,0.6613804,True,1,0.2,0.6,0.5106902,Low
val,01_0054,1,0.95545495,01,0.95545495,True,2,0.4,0.6,0.717727475,Medium
val,01_0054,1,0.9576991,01,0.9576991,True,3,0.6,0.6,0.77884955,Medium
val,01_0054,1,0.9377443,01,0.9377443,True,4,0.8,0.6,0.8288721499999999,Medium
val,01_0054,1,0.90180695,01,0.90180695,True,5,1.0,0.6,0.870903475,High
val,01_0054,1,0.9398996,01,0.9398996,True,6,1.0,0.6,0.8899498,High
val,01_0054,1,0.9275808,01,0.9275808,True,7,1.0,0.6,0.8837904,High
val,01_0054,1,0.6923345,01,0.6923345,True,8,1.0,0.6,0.76616725,Medium
val,01_0054,1,0.13921128,01,0.13921128,False,0,0.0,0.6,0.18960564,Normal
val,01_0054,0,0.07955224,01,0.07955224,False,0,0.0,0.6,0.15977612,Normal
val,01_0054,0,0.19928788,01,0.19928788,False,0,0.0,0.6,0.21964393999999998,Normal
val,01_0054,0,0.53315943,01,0.53315943,True,1,0.2,0.6,0.446579715,Low
val,01_0054,0,0.6242104,01,0.6242104,True,2,0.4,0.6,0.5521052,Low
train,01_0055,0,0.17482217,01,0.17482217,False,0,0.0,0.6,0.207411085,Normal
train,01_0055,0,0.12604935,01,0.12604935,False,0,0.0,0.6,0.183024675,Normal
train,01_0055,1,0.49164155,01,0.49164155,False,0,0.0,0.6,0.365820775,Normal
train,01_0055,1,0.7028874,01,0.7028874,True,1,0.2,0.6,0.5314437000000001,Low
train,01_0055,1,0.8265048,01,0.8265048,True,2,0.4,0.6,0.6532524000000001,Low
train,01_0055,1,0.8388893,01,0.8388893,True,3,0.6,0.6,0.7194446499999999,Medium
train,01_0055,1,0.7524433,01,0.7524433,True,4,0.8,0.6,0.73622165,Medium
train,01_0055,1,0.81741136,01,0.81741136,True,5,1.0,0.6,0.82870568,Medium
train,01_0056,0,0.6367385,01,0.6367385,True,1,0.2,0.6,0.49836925,Low
train,01_0056,0,0.7854327,01,0.7854327,True,2,0.4,0.6,0.63271635,Low
train,01_0056,0,0.65437967,01,0.65437967,True,3,0.6,0.6,0.6271898349999999,Low
train,01_0056,0,0.29866922,01,0.29866922,False,0,0.0,0.6,0.26933461000000003,Normal
train,01_0056,0,0.2723246,01,0.2723246,False,0,0.0,0.6,0.2561623,Normal
train,01_0056,0,0.22268565,01,0.22268565,False,0,0.0,0.6,0.231342825,Normal
train,01_0056,0,0.23925889,01,0.23925889,False,0,0.0,0.6,0.239629445,Normal
train,01_0056,0,0.45557103,01,0.45557103,False,0,0.0,0.6,0.347785515,Normal
train,01_0056,1,0.78426594,01,0.78426594,True,1,0.2,0.6,0.57213297,Low
train,01_0056,1,0.9133747,01,0.9133747,True,2,0.4,0.6,0.69668735,Medium
train,01_0056,1,0.9556816,01,0.9556816,True,3,0.6,0.6,0.7778408,Medium
train,01_0056,1,0.868238,01,0.868238,True,4,0.8,0.6,0.7941189999999999,Medium
train,01_0056,0,0.7119726,01,0.7119726,True,5,1.0,0.6,0.7759862999999999,Medium
train,01_0056,0,0.3570643,01,0.3570643,False,0,0.0,0.6,0.29853215,Normal
train,01_0056,0,0.18410118,01,0.18410118,False,0,0.0,0.6,0.21205058999999998,Normal
train,01_006,0,0.0059369197,01,0.0059369197,False,0,0.0,0.6,0.12296845984999999,Normal
train,01_006,0,0.006640877,01,0.006640877,False,0,0.0,0.6,0.12332043849999999,Normal
train,01_006,0,0.00816528,01,0.00816528,False,0,0.0,0.6,0.12408264,Normal
train,01_006,0,0.009450394,01,0.009450394,False,0,0.0,0.6,0.124725197,Normal
train,01_006,0,0.0045317453,01,0.0045317453,False,0,0.0,0.6,0.12226587265,Normal
train,01_006,0,0.0034487331,01,0.0034487331,False,0,0.0,0.6,0.12172436654999999,Normal
train,01_006,0,0.0050117252,01,0.0050117252,False,0,0.0,0.6,0.1225058626,Normal
train,01_006,0,0.005200867,01,0.005200867,False,0,0.0,0.6,0.1226004335,Normal
train,01_006,0,0.0047510383,01,0.0047510383,False,0,0.0,0.6,0.12237551915,Normal
train,01_006,0,0.00407399,01,0.00407399,False,0,0.0,0.6,0.122036995,Normal
train,01_006,0,0.0051581846,01,0.0051581846,False,0,0.0,0.6,0.1225790923,Normal
train,01_006,0,0.00445528,01,0.00445528,False,0,0.0,0.6,0.12222764,Normal
train,01_006,0,0.0036960437,01,0.0036960437,False,0,0.0,0.6,0.12184802185,Normal
train,01_006,0,0.0037135086,01,0.0037135086,False,0,0.0,0.6,0.1218567543,Normal
train,01_0063,0,0.75254476,01,0.75254476,True,1,0.2,0.6,0.55627238,Low
train,01_0063,0,0.75864404,01,0.75864404,True,2,0.4,0.6,0.61932202,Low
train,01_0063,1,0.97914463,01,0.97914463,True,3,0.6,0.6,0.7895723149999999,Medium
train,01_0063,1,0.9573795,01,0.9573795,True,4,0.8,0.6,0.83868975,High
train,01_0063,0,0.91208667,01,0.91208667,True,5,1.0,0.6,0.876043335,High
test,01_0064,0,0.05415111,01,0.05415111,False,0,0.0,0.6,0.147075555,Normal
test,01_0064,0,0.034378693,01,0.034378693,False,0,0.0,0.6,0.1371893465,Normal
test,01_0064,1,0.02506194,01,0.02506194,False,0,0.0,0.6,0.13253097,Normal
test,01_0064,1,0.22657758,01,0.22657758,False,0,0.0,0.6,0.23328879,Normal
test,01_0064,1,0.30990267,01,0.30990267,False,0,0.0,0.6,0.274951335,Normal
test,01_0064,1,0.2872771,01,0.2872771,False,0,0.0,0.6,0.26363855,Normal
test,01_0064,1,0.3600346,01,0.3600346,False,0,0.0,0.6,0.3000173,Normal
test,01_0064,1,0.8184977,01,0.8184977,True,1,0.2,0.6,0.5892488499999999,Low
train,01_007,0,0.03288398,01,0.03288398,False,0,0.0,0.6,0.13644198999999999,Normal
train,01_007,0,0.03986723,01,0.03986723,False,0,0.0,0.6,0.13993361499999998,Normal
train,01_007,0,0.048423592,01,0.048423592,False,0,0.0,0.6,0.144211796,Normal
train,01_007,0,0.019023668,01,0.019023668,False,0,0.0,0.6,0.129511834,Normal
train,01_007,0,0.024140924,01,0.024140924,False,0,0.0,0.6,0.132070462,Normal
